1502,0,1.016000684727883,0.0045954827707186275
1502,0.5,1.201583777421533,0.003978606386004476
1502,1,1.3768981619116392,0.0052264257620818315
1502,1.5,1.510301800121656,0.002417163694414301
1502,2,1.6251500456371952,0.014769922330106558 
5502,0,1.0039021499660958,0.0016269282688035785
5502,0.5,1.1877514906801199,0.000956510824752363
5502,1,1.334622055218609,0.0015998576857955504
5502,1.5,1.4424206873096337,0.0040181683195145155
5502,2,1.5445818241546636,0.019223486049302633 
21002,0,1.0022142529801905,0.001047870468935498
21002,0.5,1.1899079865871773,0.004168587344084613
21002,1,1.3318333197048855,0.0013289655066641883
21002,1.5,1.4300534483204148,0.0030866976033021797
21002,2,1.5119871798012843,0.004206133895373912
46502,0,1.0017388082058587,0.0006716610941739181
46502,0.5,1.1842194347679496,0.0007638426728624744
46502,1,1.3298626368318849,0.0013182723366762107
46502,1.5,1.4311400473419738,0.003806118849580951
46502,2,1.50737895158751,0.004939657571806916 
82002,0,1.0008151749132626,0.0003166766944380775
82002,0.5,1.1876171919537377,0.0026576124366886472
82002,1,1.328766706316049,0.0015127790846202506
82002,1.5,1.4226572794368004,0.004221118819324488
82002,2,1.5080990979944227,0.004687271438942866
